"","WEIGHT","pid","orientation","CaseId","Trump","Biden","Exxon","Patagonia","Power","Sierra","Colgate","MSC","experiment","estimate"
"38",1.45327007,"Republican","Pro-environment",165,0,1,1,1,0,1,1,0,"POLADSTRUMP1S4",NA
"39",2.14343277,"Republican","Pro-environment",166,1,0,1,1,1,0,0,1,"POLADSTRUMP1S4",5
"40",1.13980399,NA,"Pro-environment",168,0,1,1,1,1,0,1,1,"POLADSTRUMP1S4",NA
"41",4.01877874,"Democrat","Pro-environment",171,1,1,1,0,1,0,0,1,"POLADSTRUMP1S4",5
"42",0.45318232,"Democrat","Pro-environment",173,1,0,0,1,1,1,0,1,"POLADSTRUMP1S4",5
"43",0.51439252,"Republican","Pro-development",180,1,0,1,0,1,1,1,1,"POLADSTRUMP1S4",5
"44",1.08911972,NA,"Pro-environment",184,0,1,0,1,0,0,1,0,"POLADSTRUMP1S4",NA
"45",0.92178977,NA,"Pro-environment",186,0,1,1,1,1,1,1,1,"POLADSTRUMP1S4",NA
"46",0.39826657,"Democrat","Pro-development",191,1,1,0,1,1,1,0,0,"POLADSTRUMP1S4",4
"47",1.96013784,"Republican","Pro-environment",193,1,1,0,1,0,1,1,1,"POLADSTRUMP1S4",5
"48",2.13170729,NA,NA,195,0,0,0,1,1,1,0,1,"POLADSTRUMP1S4",NA
"49",0.81921227,NA,"Pro-environment",198,1,1,1,1,1,0,0,0,"POLADSTRUMP1S4",5
"50",1.55845063,"Democrat","Pro-environment",205,0,1,0,1,0,0,0,1,"POLADSTRUMP1S4",NA
"51",2.19552889,NA,"Pro-environment",206,0,0,1,0,1,0,0,1,"POLADSTRUMP1S4",NA
"52",3.01743804,"Republican","Pro-environment",211,1,1,1,0,0,1,0,0,"POLADSTRUMP1S4",5
"53",1.98579236,NA,"Pro-environment",214,1,0,0,1,1,0,1,1,"POLADSTRUMP1S4",5
"54",0.91587488,NA,"Pro-environment",216,1,1,0,1,1,1,0,0,"POLADSTRUMP1S4",1
"55",1.79239316,NA,"Pro-environment",221,1,1,0,0,0,1,1,1,"POLADSTRUMP1S4",5
"56",0.32021898,NA,"Pro-environment",223,1,1,0,0,0,1,0,1,"POLADSTRUMP1S4",4
"57",0.65958909,NA,"Pro-environment",224,0,0,1,1,1,0,0,0,"POLADSTRUMP1S4",NA
"58",0.62829524,"Republican","Pro-development",229,0,1,0,0,1,0,0,0,"POLADSTRUMP1S4",NA
"59",1.00956291,NA,"Pro-environment",235,0,1,1,1,0,0,1,1,"POLADSTRUMP1S4",NA
"60",0.54176188,"Republican","Pro-development",236,1,0,1,0,1,1,1,1,"POLADSTRUMP1S4",2
"61",2.46466496,NA,"Pro-environment",237,0,0,1,0,1,0,1,0,"POLADSTRUMP1S4",NA
"62",0.82431448,"Republican","Pro-environment",238,0,0,0,1,0,1,1,0,"POLADSTRUMP1S4",NA
"63",1.53393579,"Republican","Pro-development",239,1,1,0,0,0,1,1,0,"POLADSTRUMP1S4",4
"64",0.23808094,NA,"Pro-environment",241,0,1,1,1,1,0,0,0,"POLADSTRUMP1S4",NA
"65",0.4861876,"Republican","Pro-development",245,0,0,1,1,1,1,1,1,"POLADSTRUMP1S4",NA
"66",0.23009896,"Republican","Pro-environment",251,1,0,0,1,1,1,0,0,"POLADSTRUMP1S4",4
"67",3.49286062,"Republican","Pro-development",254,1,1,1,0,0,1,1,1,"POLADSTRUMP1S4",3
"68",0.02514073,"Republican","Pro-environment",259,1,0,1,1,1,0,1,1,"POLADSTRUMP1S4",4
"69",0.56110786,"Republican","Pro-environment",260,0,0,0,1,1,1,1,1,"POLADSTRUMP1S4",NA
"70",0.73010198,"Republican","Pro-development",263,0,0,0,0,0,0,0,0,"POLADSTRUMP1S4",NA
"71",0.69934969,NA,"Pro-environment",267,0,1,0,0,0,1,1,0,"POLADSTRUMP1S4",NA
"72",0.39102296,"Democrat","Pro-environment",268,0,1,0,0,0,1,0,0,"POLADSTRUMP1S4",NA
"73",1.10797896,"Democrat","Pro-environment",273,1,1,1,0,1,0,0,1,"POLADSTRUMP1S4",5
"74",0.84852251,NA,"Pro-environment",276,1,0,1,1,0,1,1,0,"POLADSTRUMP1S4",5
"75",0.47647311,"Republican","Pro-development",278,0,0,1,0,0,0,0,1,"POLADSTRUMP1S4",NA
"76",0.59147331,"Republican","Pro-environment",279,0,0,1,1,0,1,0,1,"POLADSTRUMP1S4",NA
"77",0.78926193,"Republican","Pro-development",283,1,1,1,0,1,1,1,0,"POLADSTRUMP1S4",4
"78",1.2466549,"Republican","Pro-environment",287,1,1,0,0,1,0,1,0,"POLADSTRUMP1S4",5
"79",0.43217968,"Republican","Pro-environment",290,1,0,1,1,1,0,1,1,"POLADSTRUMP1S4",4
"80",1.45654982,NA,"Pro-environment",295,1,1,0,0,0,1,0,1,"POLADSTRUMP1S4",5
"81",0.40026459,NA,"Pro-environment",303,1,1,0,0,0,0,0,0,"POLADSTRUMP1S4",5
"82",0.15999136,"Republican","Pro-development",304,0,1,0,1,0,1,1,0,"POLADSTRUMP1S4",NA
"83",1.91076223,NA,"Pro-environment",305,1,0,0,1,0,1,0,0,"POLADSTRUMP1S4",4
"84",0.91965451,NA,"Pro-development",306,1,0,0,1,0,0,1,0,"POLADSTRUMP1S4",3
"85",0.69486484,NA,"Pro-environment",307,1,1,0,0,1,1,0,1,"POLADSTRUMP1S4",4
"86",1.04085063,NA,"Pro-environment",310,1,0,1,0,1,1,0,1,"POLADSTRUMP1S4",5
"87",0.67994879,"Republican","Pro-development",312,1,1,1,1,1,0,0,1,"POLADSTRUMP1S4",5
"88",0.28064438,"Democrat","Pro-environment",313,1,1,1,0,1,1,1,1,"POLADSTRUMP1S4",5
"89",0.70681812,NA,"Pro-environment",318,1,1,1,0,0,0,0,1,"POLADSTRUMP1S4",4
"90",1.59172014,NA,"Pro-environment",321,0,0,1,1,1,0,0,1,"POLADSTRUMP1S4",NA
"91",0.98441934,"Republican","Pro-environment",323,1,1,1,1,0,0,0,0,"POLADSTRUMP1S4",4
"92",0.34085729,"Democrat","Pro-environment",324,0,1,0,1,1,1,0,0,"POLADSTRUMP1S4",NA
"93",0.32979859,"Democrat","Pro-environment",327,0,1,1,1,1,1,1,0,"POLADSTRUMP1S4",NA
"94",2.66963389,"Republican","Pro-development",328,0,0,0,0,0,0,1,1,"POLADSTRUMP1S4",NA
"95",1.47265492,"Republican","Pro-environment",330,NA,0,1,1,1,0,0,1,"POLADSTRUMP1S4",NA
"96",0.90821503,NA,"Pro-environment",331,0,1,0,0,0,0,0,0,"POLADSTRUMP1S4",NA
"97",0.4656376,"Republican","Pro-development",334,1,1,1,1,0,0,0,0,"POLADSTRUMP1S4",5
"98",0.46164125,"Republican","Pro-environment",338,0,1,0,0,1,1,0,1,"POLADSTRUMP1S4",NA
"99",0.45851831,NA,"Pro-environment",340,1,0,0,1,1,1,0,0,"POLADSTRUMP1S4",5
"100",1.22061704,"Democrat","Pro-environment",341,0,1,0,0,1,1,1,1,"POLADSTRUMP1S4",NA
"101",1.96301157,NA,"Pro-environment",344,1,1,1,0,0,0,0,1,"POLADSTRUMP1S4",5
"102",0.42678633,"Republican","Pro-development",346,0,1,1,0,0,0,1,0,"POLADSTRUMP1S4",NA
"103",2.0379446,"Republican",NA,352,0,0,1,0,1,0,1,1,"POLADSTRUMP1S4",NA
"104",0.92922344,NA,"Pro-environment",358,0,1,0,1,0,1,0,0,"POLADSTRUMP1S4",NA
"105",2.17121214,"Republican","Pro-environment",360,0,1,0,1,0,1,0,0,"POLADSTRUMP1S4",NA
"106",0.57883542,NA,"Pro-environment",361,1,1,1,0,0,1,0,0,"POLADSTRUMP1S4",5
"107",0.72169265,"Republican","Pro-development",362,0,1,0,0,1,1,1,1,"POLADSTRUMP1S4",NA
"108",1.4260812,"Republican","Pro-environment",365,1,0,0,1,1,0,0,1,"POLADSTRUMP1S4",1
"109",0.49245688,NA,"Pro-environment",377,1,0,0,0,1,1,0,1,"POLADSTRUMP1S4",5
"110",0.33799916,NA,"Pro-environment",378,1,1,1,0,1,0,1,1,"POLADSTRUMP1S4",5
"111",1.93611763,"Democrat","Pro-environment",380,0,1,0,1,0,0,1,0,"POLADSTRUMP1S4",NA
"112",0.30377636,"Republican","Pro-environment",381,1,0,1,1,0,0,1,0,"POLADSTRUMP1S4",5
"113",1.01753157,NA,"Pro-development",386,0,0,1,0,1,0,0,0,"POLADSTRUMP1S4",NA
"114",6.30061355,NA,"Pro-development",389,1,0,1,0,0,0,0,0,"POLADSTRUMP1S4",5
"115",1.63384693,"Democrat","Pro-environment",396,0,0,1,0,1,0,1,1,"POLADSTRUMP1S4",NA
"116",0.40227405,NA,"Pro-development",397,1,1,1,1,1,0,1,0,"POLADSTRUMP1S4",3
"117",0.15759301,NA,"Pro-environment",398,1,0,1,0,0,0,1,0,"POLADSTRUMP1S4",5
"118",1.94841301,NA,"Pro-environment",400,0,1,0,0,0,1,0,1,"POLADSTRUMP1S4",NA
"119",0.54793798,NA,"Pro-environment",406,0,0,1,0,0,1,1,0,"POLADSTRUMP1S4",NA
"120",0.49225444,"Republican","Pro-environment",407,1,1,1,0,1,0,1,0,"POLADSTRUMP1S4",4
"121",1.23384791,NA,"Pro-environment",410,1,0,0,0,0,1,0,0,"POLADSTRUMP1S4",5
"122",0.76032545,"Republican","Pro-environment",411,1,0,0,0,0,1,1,1,"POLADSTRUMP1S4",5
"123",1.78997075,"Republican","Pro-development",412,1,1,1,1,0,1,1,0,"POLADSTRUMP1S4",5
"124",0.42765362,"Republican","Pro-development",413,1,1,1,0,0,0,1,0,"POLADSTRUMP1S4",4
"125",0.55852502,"Democrat","Pro-environment",415,1,0,0,1,0,1,1,1,"POLADSTRUMP1S4",5
"126",0.75950273,NA,"Pro-environment",416,1,1,0,1,0,1,1,1,"POLADSTRUMP1S4",5
"127",0.99373296,NA,"Pro-development",432,1,1,1,0,0,1,0,0,"POLADSTRUMP1S4",1
"128",0.41010845,"Republican","Pro-development",440,0,0,1,1,0,1,1,1,"POLADSTRUMP1S4",NA
"129",0.26272447,NA,"Pro-environment",441,1,0,1,0,0,0,1,0,"POLADSTRUMP1S4",5
"130",0.77603861,NA,"Pro-development",442,0,0,1,0,1,0,0,0,"POLADSTRUMP1S4",NA
"131",2.3034993,"Republican","Pro-environment",445,NA,0,1,0,0,1,0,0,"POLADSTRUMP1S4",NA
"132",5.37695208,NA,"Pro-development",447,1,0,1,0,0,1,0,1,"POLADSTRUMP1S4",5
"133",0.20141692,NA,"Pro-development",453,1,0,1,1,0,1,0,0,"POLADSTRUMP1S4",4
"134",1.63669504,"Democrat","Pro-environment",455,0,1,0,1,1,0,0,1,"POLADSTRUMP1S4",NA
"135",0.58789301,"Republican","Pro-development",464,1,1,1,0,0,1,1,0,"POLADSTRUMP1S4",4
"136",3.23059953,NA,"Pro-development",465,1,1,1,0,1,0,0,1,"POLADSTRUMP1S4",5
"137",0.51418309,NA,"Pro-environment",467,1,1,1,0,1,1,1,1,"POLADSTRUMP1S4",5
"138",0.21424025,NA,"Pro-environment",468,1,0,0,0,1,0,0,0,"POLADSTRUMP1S4",5
"139",1.08647047,"Republican","Pro-development",471,1,0,1,1,0,1,1,0,"POLADSTRUMP1S4",1
"140",0.24909727,NA,NA,473,NA,0,1,1,1,0,0,1,"POLADSTRUMP1S4",NA
"141",1.23134475,"Republican","Pro-environment",474,0,1,0,1,1,1,1,0,"POLADSTRUMP1S4",NA
"142",0.75996263,"Republican","Pro-environment",477,0,0,1,1,0,0,0,1,"POLADSTRUMP1S4",NA
"143",0.78125081,"Republican","Pro-environment",478,0,0,0,1,1,1,0,1,"POLADSTRUMP1S4",NA
"144",0.7992416,"Democrat","Pro-environment",479,1,1,0,1,0,1,0,1,"POLADSTRUMP1S4",5
"145",0.92002277,"Republican","Pro-environment",481,1,0,0,0,1,1,0,0,"POLADSTRUMP1S4",5
"146",1.58754543,NA,"Pro-environment",485,1,1,1,1,1,0,1,1,"POLADSTRUMP1S4",5
"147",0.67839512,"Democrat","Pro-environment",490,1,1,0,0,1,1,1,0,"POLADSTRUMP1S4",5
"148",0.92048185,NA,"Pro-development",492,0,0,1,1,0,1,0,0,"POLADSTRUMP1S4",NA
"149",1.83049127,NA,"Pro-environment",498,1,1,1,0,1,1,1,1,"POLADSTRUMP1S4",4
"150",0.15182395,NA,"Pro-environment",499,0,1,1,1,0,0,1,1,"POLADSTRUMP1S4",NA
"151",0.08101973,NA,"Pro-environment",500,0,0,0,1,0,0,0,0,"POLADSTRUMP1S4",NA
"152",0.0715699,"Democrat","Pro-environment",501,1,0,0,0,0,1,0,0,"POLADSTRUMP1S4",5
"153",0.35253365,NA,"Pro-development",511,1,0,1,1,1,1,1,1,"POLADSTRUMP1S4",5
"154",1.13798307,"Republican","Pro-environment",512,0,0,0,0,0,0,1,0,"POLADSTRUMP1S4",NA
"155",1.53731199,NA,"Pro-environment",515,NA,0,1,1,1,0,0,1,"POLADSTRUMP1S4",NA
"156",0.32793909,"Democrat","Pro-environment",516,1,1,0,1,1,0,0,1,"POLADSTRUMP1S4",5
"157",2.07823449,NA,"Pro-development",519,1,0,0,0,1,1,1,0,"POLADSTRUMP1S4",4
"158",0.82844757,NA,"Pro-environment",520,0,0,0,1,1,0,1,0,"POLADSTRUMP1S4",NA
"159",0.34654211,"Republican","Pro-development",525,0,1,0,0,1,1,0,0,"POLADSTRUMP1S4",NA
"160",0.15001084,NA,"Pro-environment",526,0,0,0,1,0,0,0,0,"POLADSTRUMP1S4",NA
"161",0.45564594,NA,"Pro-environment",527,1,1,0,0,0,0,0,1,"POLADSTRUMP1S4",5
"162",0.71254816,"Democrat","Pro-environment",534,1,1,0,0,0,0,0,0,"POLADSTRUMP1S4",4
"163",0.2310452,NA,"Pro-development",535,1,1,1,0,1,1,0,1,"POLADSTRUMP1S4",5
"164",1.34268151,"Republican","Pro-development",536,0,1,1,0,1,1,0,1,"POLADSTRUMP1S4",NA
"165",0.38254925,"Republican","Pro-development",540,0,1,1,1,0,0,1,0,"POLADSTRUMP1S4",NA
"166",0.96517714,NA,"Pro-environment",543,1,0,0,1,1,1,1,0,"POLADSTRUMP1S4",4
"167",0.55727885,"Democrat","Pro-environment",544,0,0,0,0,1,1,0,0,"POLADSTRUMP1S4",NA
"168",0.29005905,NA,"Pro-environment",546,1,1,0,1,1,1,0,1,"POLADSTRUMP1S4",5
"169",2.65827979,NA,"Pro-environment",552,1,1,1,0,0,0,0,1,"POLADSTRUMP1S4",5
"170",0.25663488,"Republican","Pro-development",554,NA,1,1,1,1,1,0,1,"POLADSTRUMP1S4",NA
"171",0.59566577,"Republican","Pro-development",555,NA,0,1,1,1,0,0,1,"POLADSTRUMP1S4",NA
"172",1.01623963,"Democrat","Pro-environment",559,0,0,1,0,1,1,1,1,"POLADSTRUMP1S4",NA
"173",0.50277151,NA,"Pro-environment",566,1,1,1,1,1,0,1,1,"POLADSTRUMP1S4",5
"174",1.06369331,"Republican","Pro-development",569,0,0,1,0,0,1,0,0,"POLADSTRUMP1S4",NA
"175",1.4478684,"Republican","Pro-development",570,0,0,0,0,0,0,1,1,"POLADSTRUMP1S4",NA
"176",1.74234927,"Republican","Pro-development",575,1,0,0,0,0,0,1,1,"POLADSTRUMP1S4",4
"177",1.43808214,NA,"Pro-environment",580,0,0,0,0,0,1,1,1,"POLADSTRUMP1S4",NA
"178",1.46984483,NA,"Pro-environment",581,1,1,1,0,0,1,1,0,"POLADSTRUMP1S4",4
"179",1.58162396,NA,"Pro-environment",587,1,0,0,1,0,1,0,1,"POLADSTRUMP1S4",4
"180",0.41901074,"Republican","Pro-development",588,0,0,1,1,0,1,1,1,"POLADSTRUMP1S4",NA
"181",0.82825449,NA,"Pro-environment",591,0,0,1,0,1,1,1,0,"POLADSTRUMP1S4",NA
"182",1.4994293,NA,"Pro-environment",594,1,0,1,1,0,0,1,1,"POLADSTRUMP1S4",5
"183",1.22629656,NA,"Pro-environment",598,0,0,0,0,0,1,0,1,"POLADSTRUMP1S4",NA
"184",1.01673556,"Republican","Pro-environment",599,1,1,1,1,1,1,0,0,"POLADSTRUMP1S4",5
"185",0.16823033,NA,"Pro-environment",604,1,1,1,1,1,0,0,0,"POLADSTRUMP1S4",5
"186",1.39949959,NA,"Pro-environment",606,1,1,0,0,1,0,0,1,"POLADSTRUMP1S4",5
"187",0.21914099,"Republican","Pro-development",608,0,1,1,1,0,0,0,1,"POLADSTRUMP1S4",NA
"188",1.34997285,"Democrat","Pro-environment",611,1,1,0,0,1,0,1,0,"POLADSTRUMP1S4",4
"189",0.41812431,"Republican","Pro-environment",614,0,1,0,0,1,0,1,0,"POLADSTRUMP1S4",NA
"190",0.65007152,"Republican","Pro-development",617,1,0,1,0,0,0,1,0,"POLADSTRUMP1S4",3
"191",0.37347598,"Democrat","Pro-environment",623,1,1,1,1,0,1,0,0,"POLADSTRUMP1S4",5
"192",1.2646488,NA,"Pro-development",626,1,0,1,1,1,0,0,1,"POLADSTRUMP1S4",4
"193",0.7432342,"Republican","Pro-development",632,1,0,1,1,1,0,1,1,"POLADSTRUMP1S4",5
"194",0.44342453,NA,"Pro-environment",640,0,0,0,1,1,1,0,1,"POLADSTRUMP1S4",NA
"195",1.76143635,NA,"Pro-environment",646,0,1,1,0,0,1,1,0,"POLADSTRUMP1S4",NA
"196",1.55639758,NA,"Pro-environment",651,1,0,0,0,0,1,0,1,"POLADSTRUMP1S4",5
"197",0.53224776,"Republican","Pro-development",657,1,0,1,0,1,1,0,0,"POLADSTRUMP1S4",5
"198",1.07792897,NA,"Pro-development",658,0,0,1,1,1,0,0,1,"POLADSTRUMP1S4",NA
"199",1.00165622,NA,"Pro-environment",659,1,0,1,1,1,1,0,0,"POLADSTRUMP1S4",5
"200",0.16717718,"Democrat","Pro-environment",663,1,1,0,0,1,0,0,1,"POLADSTRUMP1S4",5
"201",0.67968088,NA,"Pro-environment",668,1,0,1,0,0,1,1,0,"POLADSTRUMP1S4",5
"202",0.70575071,NA,"Pro-environment",669,1,0,0,0,0,0,0,0,"POLADSTRUMP1S4",5
"203",0.28886524,"Republican","Pro-environment",672,0,0,0,1,0,0,0,0,"POLADSTRUMP1S4",NA
"204",1.05672691,NA,"Pro-environment",675,1,1,1,0,1,0,0,0,"POLADSTRUMP1S4",5
"205",1.33631764,NA,"Pro-environment",676,1,0,0,0,0,1,1,1,"POLADSTRUMP1S4",4
"206",1.26460442,"Republican","Pro-development",678,1,0,1,0,1,0,1,1,"POLADSTRUMP1S4",3
"207",1.20464308,"Republican","Pro-development",685,0,0,1,1,1,0,0,0,"POLADSTRUMP1S4",NA
"208",0.28562302,NA,"Pro-development",693,0,1,1,1,0,0,1,1,"POLADSTRUMP1S4",NA
"209",0.34668224,"Republican","Pro-development",694,1,1,0,0,1,0,0,0,"POLADSTRUMP1S4",5
"210",0.2106826,NA,"Pro-development",697,1,1,1,0,0,1,0,0,"POLADSTRUMP1S4",3
"211",0.7238821,NA,"Pro-environment",702,1,0,1,0,0,1,1,1,"POLADSTRUMP1S4",5
"212",0.44314484,"Republican","Pro-development",712,0,0,0,1,0,1,1,1,"POLADSTRUMP1S4",NA
"213",2.08221517,NA,NA,714,0,0,1,1,1,0,0,1,"POLADSTRUMP1S4",NA
"214",2.43157961,NA,"Pro-environment",715,0,0,0,1,1,0,1,1,"POLADSTRUMP1S4",NA
"215",0.40198233,"Republican","Pro-environment",716,0,1,1,1,0,1,0,1,"POLADSTRUMP1S4",NA
"216",0.49923346,NA,"Pro-environment",717,0,0,1,1,1,0,1,0,"POLADSTRUMP1S4",NA
"217",1.07312358,"Republican","Pro-environment",719,1,0,1,0,0,1,1,0,"POLADSTRUMP1S4",5
"218",1.210485,"Republican","Pro-environment",721,0,1,0,1,0,0,0,0,"POLADSTRUMP1S4",NA
"219",0.76792596,NA,"Pro-environment",722,0,1,0,1,0,0,0,0,"POLADSTRUMP1S4",NA
"220",0.25726912,NA,"Pro-environment",728,NA,0,1,1,1,0,0,1,"POLADSTRUMP1S4",NA
"221",1.44510146,NA,"Pro-development",729,NA,0,1,1,1,0,0,1,"POLADSTRUMP1S4",NA
"222",0.75373291,"Democrat","Pro-environment",730,1,1,0,0,0,0,0,1,"POLADSTRUMP1S4",5
"223",1.03919748,"Republican","Pro-development",732,1,1,0,0,0,0,0,0,"POLADSTRUMP1S4",5
"224",2.27805148,"Republican","Pro-development",737,0,1,1,0,1,1,0,1,"POLADSTRUMP1S4",NA
"225",2.02152581,"Republican","Pro-development",741,1,1,1,1,1,0,0,0,"POLADSTRUMP1S4",5
"226",1.16967215,"Republican","Pro-development",742,1,1,1,1,1,0,0,0,"POLADSTRUMP1S4",3
"227",0.09884842,"Democrat","Pro-environment",743,1,1,1,0,0,0,1,1,"POLADSTRUMP1S4",5
"228",0.31517865,"Democrat","Pro-environment",746,1,1,1,1,0,0,1,0,"POLADSTRUMP1S4",5
"229",1.18016937,"Democrat","Pro-development",750,0,0,0,1,0,0,0,0,"POLADSTRUMP1S4",NA
"230",1.33081249,NA,"Pro-environment",754,0,1,0,0,1,1,1,1,"POLADSTRUMP1S4",NA
"231",0.42332982,NA,"Pro-development",761,NA,0,1,1,1,0,0,1,"POLADSTRUMP1S4",NA
"232",0.50608113,"Republican","Pro-development",763,1,0,1,0,1,1,1,1,"POLADSTRUMP1S4",4
"233",0.74241098,NA,"Pro-environment",764,0,1,1,1,0,0,0,1,"POLADSTRUMP1S4",NA
"234",0.8087749,"Republican","Pro-development",768,1,0,0,1,1,1,0,0,"POLADSTRUMP1S4",4
"235",0.75668873,NA,"Pro-environment",769,1,0,0,1,1,0,1,0,"POLADSTRUMP1S4",5
"236",0.63328971,"Republican","Pro-environment",770,1,1,1,0,1,1,1,1,"POLADSTRUMP1S4",4
"237",0.66287122,NA,"Pro-environment",776,1,1,1,0,0,1,0,0,"POLADSTRUMP1S4",5
"238",0.41503186,NA,"Pro-environment",777,0,1,1,1,1,0,0,1,"POLADSTRUMP1S4",NA
"239",1.52176264,"Republican","Pro-environment",779,0,0,0,1,0,0,1,1,"POLADSTRUMP1S4",NA
"240",0.17938421,"Republican","Pro-development",783,0,1,0,0,1,1,0,1,"POLADSTRUMP1S4",NA
"241",1.51608544,"Republican","Pro-environment",784,0,0,0,0,0,0,1,0,"POLADSTRUMP1S4",NA
"242",0.29907031,"Democrat","Pro-development",785,1,1,0,0,1,0,1,1,"POLADSTRUMP1S4",5
"243",3.16889568,"Republican","Pro-environment",788,0,1,1,1,0,1,1,0,"POLADSTRUMP1S4",NA
"244",0.84483298,"Republican","Pro-environment",795,1,1,0,0,1,0,0,1,"POLADSTRUMP1S4",4
"245",0.26141491,"Republican","Pro-environment",798,1,1,1,1,0,1,0,1,"POLADSTRUMP1S4",5
"246",0.72369167,NA,"Pro-development",800,0,1,1,1,1,0,1,1,"POLADSTRUMP1S4",NA
"247",4.86421182,"Democrat","Pro-development",802,0,0,1,1,1,0,1,0,"POLADSTRUMP1S4",NA
"248",1.07887442,NA,"Pro-development",803,1,1,1,1,0,0,0,0,"POLADSTRUMP1S4",5
"249",1.09344107,"Republican","Pro-development",804,1,1,0,1,1,1,0,1,"POLADSTRUMP1S4",4
"250",0.94453328,"Republican","Pro-development",808,0,0,1,0,1,1,0,1,"POLADSTRUMP1S4",NA
"251",0.26978359,"Republican","Pro-development",809,0,1,0,0,1,0,0,1,"POLADSTRUMP1S4",NA
"252",0.48692672,NA,"Pro-environment",810,1,0,0,1,1,0,0,1,"POLADSTRUMP1S4",4
"253",0.8199178,NA,"Pro-environment",811,0,0,0,0,0,1,1,0,"POLADSTRUMP1S4",NA
