"","WEIGHT","pid","orientation","CaseId","Trump","Biden","Exxon","Patagonia","Power","Sierra","Colgate","MSC","experiment","estimate"
"21",2.30672324,"Republican","Pro-development",5120,1,0,0,1,1,0,0,0,"POLADSTRUMP1S4",3
"22",1.52372657,"Republican","Pro-development",5122,1,1,1,1,0,0,1,0,"POLADSTRUMP1S4",1
"23",0.67491584,"Democrat","Pro-environment",5123,0,0,0,1,0,0,1,0,"POLADSTRUMP1S4",NA
"24",0.37103937,"Democrat","Pro-environment",5124,1,0,0,1,1,1,1,0,"POLADSTRUMP1S4",5
"25",0.72661916,"Republican","Pro-development",5125,0,1,0,1,0,0,1,0,"POLADSTRUMP1S4",NA
"26",1.28407227,"Republican","Pro-environment",5129,1,0,0,0,1,0,0,0,"POLADSTRUMP1S4",5
"27",0.5070156,"Republican","Pro-development",5132,1,0,1,1,0,1,1,1,"POLADSTRUMP1S4",4
"28",2.81505933,"Democrat","Pro-environment",5134,0,0,1,0,1,1,0,0,"POLADSTRUMP1S4",NA
"29",0.86421684,NA,"Pro-environment",5138,0,0,1,1,1,1,1,0,"POLADSTRUMP1S4",NA
"30",0.46126199,"Republican","Pro-environment",5140,0,1,0,0,1,0,0,1,"POLADSTRUMP1S4",NA
"31",0.19304215,"Republican","Pro-environment",5142,1,1,1,1,0,1,1,1,"POLADSTRUMP1S4",5
"32",0.32428288,"Democrat","Pro-environment",5146,1,1,0,1,0,0,0,0,"POLADSTRUMP1S4",5
"33",1.34237354,"Republican","Pro-development",5150,0,1,1,1,0,0,1,0,"POLADSTRUMP1S4",NA
"34",1.1279242,"Republican","Pro-environment",5151,1,0,0,0,0,0,1,1,"POLADSTRUMP1S4",3
"35",0.61689159,"Democrat","Pro-environment",5155,0,0,0,1,1,0,0,1,"POLADSTRUMP1S4",NA
"36",0.80246813,"Democrat","Pro-environment",5160,0,1,1,0,0,1,1,0,"POLADSTRUMP1S4",NA
"37",0.28488628,"Republican","Pro-development",5161,0,0,1,0,1,1,1,0,"POLADSTRUMP1S4",NA
"38",0.51723247,"Republican","Pro-development",5162,1,0,0,1,1,0,0,0,"POLADSTRUMP1S4",5
"39",0.26246899,"Democrat","Pro-development",5166,0,0,1,0,1,0,1,1,"POLADSTRUMP1S4",NA
"40",0.40467887,"Republican","Pro-environment",5168,1,0,1,1,1,1,1,1,"POLADSTRUMP1S4",5
"41",0.87118371,"Democrat","Pro-environment",5169,0,1,1,1,1,1,0,0,"POLADSTRUMP1S4",NA
"42",1.64205183,"Republican","Pro-development",5171,1,0,1,0,0,1,0,1,"POLADSTRUMP1S4",3
"43",1.4669226,"Democrat","Pro-environment",5181,1,1,1,1,1,1,0,1,"POLADSTRUMP1S4",5
"44",1.4438982,"Democrat","Pro-environment",5186,0,0,0,0,1,1,0,1,"POLADSTRUMP1S4",NA
"45",0.19417326,"Democrat","Pro-environment",5199,0,1,1,1,1,0,1,1,"POLADSTRUMP1S4",NA
"46",1.2124114,"Democrat","Pro-environment",5200,1,1,1,0,0,1,0,0,"POLADSTRUMP1S4",5
"47",1.32708958,"Democrat","Pro-environment",5202,1,1,1,0,1,1,1,0,"POLADSTRUMP1S4",5
"48",0.61793494,NA,"Pro-development",5204,1,1,1,1,0,1,0,1,"POLADSTRUMP1S4",3
"49",0.61396295,"Democrat","Pro-development",5207,1,1,0,1,0,1,0,0,"POLADSTRUMP1S4",4
"50",2.30103232,"Democrat","Pro-environment",5211,0,0,1,1,1,1,1,0,"POLADSTRUMP1S4",NA
"51",1.04459083,"Republican","Pro-environment",5212,0,0,0,0,0,1,0,1,"POLADSTRUMP1S4",NA
"52",0.20024556,"Democrat","Pro-environment",5219,0,0,1,1,0,0,0,0,"POLADSTRUMP1S4",NA
"53",1.46073702,NA,"Pro-environment",5223,0,1,1,0,0,1,1,0,"POLADSTRUMP1S4",NA
"54",1.12179717,NA,"Pro-development",5225,1,0,0,1,1,0,1,0,"POLADSTRUMP1S4",5
"55",0.79837679,"Republican","Pro-environment",5226,0,1,0,0,1,0,1,0,"POLADSTRUMP1S4",NA
"56",0.47974651,NA,"Pro-development",5227,0,0,1,0,1,1,1,1,"POLADSTRUMP1S4",NA
"57",1.75511092,"Democrat","Pro-development",5229,0,0,0,1,1,1,0,0,"POLADSTRUMP1S4",NA
"58",0.16629432,"Democrat","Pro-environment",5234,1,0,1,1,0,1,0,1,"POLADSTRUMP1S4",5
"59",0.2694834,NA,"Pro-development",5239,1,0,1,1,0,0,1,0,"POLADSTRUMP1S4",3
"60",0.25193338,"Republican","Pro-environment",5242,0,1,0,0,1,1,1,1,"POLADSTRUMP1S4",NA
"61",0.88551669,"Democrat","Pro-environment",5244,0,0,1,1,0,1,1,1,"POLADSTRUMP1S4",NA
"62",0.38809093,"Democrat","Pro-environment",5246,1,1,1,1,1,0,1,0,"POLADSTRUMP1S4",5
"63",0.56231268,"Democrat","Pro-environment",5247,0,0,0,1,1,0,0,0,"POLADSTRUMP1S4",NA
"64",0.82044061,NA,"Pro-development",5258,0,1,1,1,1,1,0,0,"POLADSTRUMP1S4",NA
"65",0.95773895,NA,"Pro-development",5261,0,1,0,1,1,1,1,1,"POLADSTRUMP1S4",NA
"66",0.66665545,"Democrat","Pro-development",5263,0,0,1,0,0,1,0,1,"POLADSTRUMP1S4",NA
"67",0.12175618,"Democrat","Pro-environment",5265,1,1,1,0,0,1,1,1,"POLADSTRUMP1S4",5
"68",0.11917596,"Democrat","Pro-environment",5268,0,1,0,1,1,1,0,1,"POLADSTRUMP1S4",NA
"69",0.31405886,"Republican","Pro-development",5273,0,0,1,0,1,1,0,0,"POLADSTRUMP1S4",NA
"70",1.73076184,"Republican","Pro-development",5275,1,0,0,0,0,0,1,0,"POLADSTRUMP1S4",4
"71",0.56610506,"Republican","Pro-development",5280,1,0,0,0,1,1,0,1,"POLADSTRUMP1S4",4
"72",0.14791081,"Republican","Pro-environment",5281,0,0,1,0,0,1,0,0,"POLADSTRUMP1S4",NA
"73",0.33244872,"Republican","Pro-environment",5283,0,0,0,1,1,0,1,0,"POLADSTRUMP1S4",NA
"74",0.8413233,NA,"Pro-development",5285,0,1,0,1,1,0,1,1,"POLADSTRUMP1S4",NA
"75",1.79832257,NA,"Pro-development",5287,1,1,0,1,0,0,0,1,"POLADSTRUMP1S4",3
"76",1.72222503,"Republican","Pro-development",5288,1,0,1,0,1,1,0,1,"POLADSTRUMP1S4",4
"77",0.88025987,"Republican","Pro-development",5289,0,0,0,1,0,0,1,1,"POLADSTRUMP1S4",NA
"78",3.34539395,"Democrat","Pro-development",5290,1,1,0,0,1,1,0,0,"POLADSTRUMP1S4",5
"79",0.30059396,"Republican","Pro-environment",5294,1,0,1,0,0,0,1,1,"POLADSTRUMP1S4",5
"80",1.85261064,"Republican","Pro-development",5297,0,1,0,0,0,0,1,0,"POLADSTRUMP1S4",NA
"81",3.07624831,"Democrat","Pro-environment",5298,1,0,0,1,0,0,0,0,"POLADSTRUMP1S4",5
"82",1.09109345,"Republican","Pro-development",5303,0,1,1,0,1,1,0,0,"POLADSTRUMP1S4",NA
"83",0.89589587,"Democrat","Pro-environment",5307,1,1,0,0,0,1,1,0,"POLADSTRUMP1S4",5
"84",1.71232811,"Republican","Pro-development",5311,0,0,1,0,0,1,0,1,"POLADSTRUMP1S4",NA
"85",0.59926776,"Republican","Pro-environment",5312,1,0,1,0,1,0,0,1,"POLADSTRUMP1S4",5
"86",0.89771711,"Republican","Pro-development",5313,1,0,0,1,1,0,1,0,"POLADSTRUMP1S4",1
"87",0.41791842,NA,"Pro-development",5315,0,0,0,0,1,1,0,0,"POLADSTRUMP1S4",NA
"88",0.56027277,"Democrat","Pro-environment",5316,0,0,0,0,0,1,1,1,"POLADSTRUMP1S4",NA
"89",0.28843551,"Democrat","Pro-environment",5317,1,0,0,1,0,0,0,0,"POLADSTRUMP1S4",5
"90",0.58526912,"Democrat","Pro-development",5318,1,0,1,1,1,0,1,0,"POLADSTRUMP1S4",3
"91",2.8498258,"Republican","Pro-environment",5323,0,0,1,1,1,1,0,1,"POLADSTRUMP1S4",NA
"92",0.33496,"Democrat","Pro-development",5324,0,0,0,1,0,1,1,1,"POLADSTRUMP1S4",NA
"93",1.82811745,"Republican","Pro-environment",5326,1,0,0,0,1,1,1,1,"POLADSTRUMP1S4",5
"94",0.21861792,"Republican","Pro-environment",5328,1,0,1,1,1,1,1,0,"POLADSTRUMP1S4",5
"95",0.13753698,"Republican","Pro-development",5330,1,0,0,0,0,1,1,0,"POLADSTRUMP1S4",5
"96",1.36783087,NA,"Pro-development",5331,1,0,1,0,1,0,0,0,"POLADSTRUMP1S4",1
"97",0.65179943,"Republican","Pro-development",5341,0,0,0,0,0,1,1,1,"POLADSTRUMP1S4",NA
"98",1.8297508,"Republican","Pro-development",5342,0,0,1,1,1,0,1,1,"POLADSTRUMP1S4",NA
"99",0.87760296,"Republican","Pro-development",5345,1,1,0,0,0,0,0,1,"POLADSTRUMP1S4",5
"100",0.53641403,"Republican","Pro-development",5346,0,0,1,1,1,1,1,1,"POLADSTRUMP1S4",NA
"101",0.82098021,"Democrat","Pro-environment",5349,1,0,1,0,1,1,0,0,"POLADSTRUMP1S4",5
"102",1.59404262,"Republican","Pro-environment",5356,1,0,0,0,0,1,0,0,"POLADSTRUMP1S4",5
"103",0.53244394,"Republican","Pro-development",5358,0,1,1,1,0,0,0,1,"POLADSTRUMP1S4",NA
"104",0.45277189,"Democrat","Pro-environment",5360,0,0,1,1,0,1,1,0,"POLADSTRUMP1S4",NA
"105",0.98657715,NA,"Pro-environment",5365,0,0,1,0,1,1,0,1,"POLADSTRUMP1S4",NA
"106",1.58875044,"Democrat","Pro-development",5371,0,0,1,1,0,1,1,1,"POLADSTRUMP1S4",NA
"107",1.23699936,"Republican","Pro-development",5374,0,1,1,0,1,0,1,1,"POLADSTRUMP1S4",NA
"108",0.58220887,"Republican","Pro-development",5376,0,1,0,1,1,0,1,0,"POLADSTRUMP1S4",NA
"109",0.64823541,"Democrat","Pro-environment",5378,0,0,0,0,0,0,0,1,"POLADSTRUMP1S4",NA
"110",0.37767297,"Republican","Pro-development",5380,1,1,1,0,1,0,0,0,"POLADSTRUMP1S4",4
"111",1.05847268,"Democrat","Pro-environment",5385,0,0,1,1,0,1,1,1,"POLADSTRUMP1S4",NA
"112",1.3260772,"Democrat","Pro-environment",5391,1,1,0,0,0,1,0,0,"POLADSTRUMP1S4",5
"113",0.19948523,"Democrat","Pro-environment",5392,0,1,0,0,1,1,0,0,"POLADSTRUMP1S4",NA
"114",0.1652882,"Democrat","Pro-environment",5398,1,0,1,1,0,1,1,0,"POLADSTRUMP1S4",5
"115",1.32799163,"Democrat","Pro-environment",5401,0,1,1,1,0,0,0,1,"POLADSTRUMP1S4",NA
"116",0.12318307,"Republican","Pro-environment",5403,0,0,0,0,1,0,1,0,"POLADSTRUMP1S4",NA
"117",0.42667597,"Republican","Pro-development",5405,1,1,1,1,1,1,1,1,"POLADSTRUMP1S4",3
"118",0.45714721,NA,"Pro-environment",5411,1,1,1,1,0,1,0,0,"POLADSTRUMP1S4",5
"119",0.24811269,"Democrat","Pro-environment",5416,1,1,0,0,0,0,0,0,"POLADSTRUMP1S4",5
"120",1.05528379,"Republican","Pro-development",5417,0,1,0,0,1,1,1,0,"POLADSTRUMP1S4",NA
"121",1.25756926,"Republican","Pro-development",5418,1,1,0,0,1,1,0,0,"POLADSTRUMP1S4",5
"122",0.68933998,"Democrat","Pro-development",5419,0,0,1,1,1,0,1,1,"POLADSTRUMP1S4",NA
"123",0.60409952,"Democrat","Pro-environment",5420,1,1,1,1,0,0,0,1,"POLADSTRUMP1S4",4
"124",0.98882492,"Democrat","Pro-development",5421,1,1,0,0,1,1,1,0,"POLADSTRUMP1S4",5
"125",1.83861087,"Democrat","Pro-development",5425,0,1,1,0,0,1,0,0,"POLADSTRUMP1S4",NA
"126",0.39743031,"Democrat","Pro-environment",5426,1,1,1,0,1,0,0,0,"POLADSTRUMP1S4",4
"127",0.34645918,"Democrat","Pro-environment",5428,0,0,0,1,1,1,0,0,"POLADSTRUMP1S4",NA
"128",0.35219234,"Republican","Pro-development",5431,0,1,1,0,1,1,0,1,"POLADSTRUMP1S4",NA
"129",1.38493779,"Democrat","Pro-environment",5432,1,0,0,1,1,1,0,1,"POLADSTRUMP1S4",5
"130",1.02074219,NA,"Pro-environment",5443,0,0,1,1,1,0,0,1,"POLADSTRUMP1S4",NA
"131",0.73350047,"Democrat","Pro-environment",5450,1,0,1,1,1,1,0,0,"POLADSTRUMP1S4",5
"132",0.24648009,"Democrat","Pro-environment",5452,0,0,0,1,0,0,1,0,"POLADSTRUMP1S4",NA
"133",0.56068636,"Democrat","Pro-environment",5456,0,0,0,0,0,0,0,1,"POLADSTRUMP1S4",NA
"134",1.35123632,"Democrat","Pro-environment",5457,1,0,1,1,1,1,1,1,"POLADSTRUMP1S4",5
"135",0.29650948,"Democrat","Pro-environment",5462,0,1,0,0,1,0,0,1,"POLADSTRUMP1S4",NA
"136",0.86507405,"Democrat","Pro-environment",5465,1,1,0,1,1,0,0,0,"POLADSTRUMP1S4",4
"137",0.60005587,"Republican","Pro-development",5475,0,0,1,1,1,0,1,0,"POLADSTRUMP1S4",NA
"138",0.23834112,"Republican","Pro-development",5477,0,1,1,0,0,1,0,0,"POLADSTRUMP1S4",NA
"139",0.65290572,"Republican","Pro-environment",5480,0,0,0,1,0,0,0,0,"POLADSTRUMP1S4",NA
"140",1.05107157,"Republican","Pro-development",5483,0,0,0,0,0,1,1,0,"POLADSTRUMP1S4",NA
"141",0.57726848,"Democrat","Pro-environment",5490,1,1,0,1,0,0,1,1,"POLADSTRUMP1S4",5
"142",0.37705114,"Republican","Pro-development",5500,1,0,0,0,1,0,1,0,"POLADSTRUMP1S4",3
"143",0.27670065,"Democrat","Pro-environment",5509,0,1,0,1,0,1,0,0,"POLADSTRUMP1S4",NA
"144",1.68289829,NA,"Pro-environment",5511,0,0,0,1,0,0,0,1,"POLADSTRUMP1S4",NA
"145",0.33925183,"Republican","Pro-environment",5514,1,0,1,0,0,0,1,1,"POLADSTRUMP1S4",5
"146",0.82819839,"Democrat","Pro-environment",5515,0,0,1,1,0,0,1,0,"POLADSTRUMP1S4",NA
"147",0.61625451,NA,"Pro-development",5518,0,0,0,0,0,0,1,0,"POLADSTRUMP1S4",NA
"148",0.52059892,"Democrat","Pro-environment",5520,0,0,0,0,0,0,1,1,"POLADSTRUMP1S4",NA
"149",0.66860353,"Republican","Pro-development",5523,0,0,1,0,0,0,0,1,"POLADSTRUMP1S4",NA
"150",0.29178529,"Democrat","Pro-environment",5524,1,0,1,1,1,0,1,1,"POLADSTRUMP1S4",5
"151",0.63527152,NA,"Pro-development",5525,0,1,1,0,1,1,1,0,"POLADSTRUMP1S4",NA
"152",1.16819244,NA,"Pro-environment",5526,1,1,1,0,1,1,1,0,"POLADSTRUMP1S4",5
"153",0.76565263,"Democrat","Pro-environment",5528,1,0,1,0,1,0,0,0,"POLADSTRUMP1S4",5
"154",1.73735144,"Republican","Pro-environment",5531,1,1,1,1,1,0,1,0,"POLADSTRUMP1S4",4
"155",3.16090966,NA,"Pro-environment",5533,1,1,1,0,1,1,1,0,"POLADSTRUMP1S4",5
"156",0.75518722,"Republican","Pro-development",5538,1,0,1,0,1,0,1,0,"POLADSTRUMP1S4",5
"157",1.54248701,"Democrat","Pro-environment",5540,0,1,1,0,0,1,1,1,"POLADSTRUMP1S4",NA
"158",2.48061673,"Republican","Pro-development",5548,1,0,1,0,0,0,1,0,"POLADSTRUMP1S4",2
"159",0.44459839,"Republican","Pro-environment",5550,0,1,0,1,1,1,0,0,"POLADSTRUMP1S4",NA
"160",0.37249945,NA,"Pro-development",5551,0,1,0,0,1,0,1,0,"POLADSTRUMP1S4",NA
"161",0.53931132,"Democrat","Pro-environment",5552,1,0,1,0,1,1,0,0,"POLADSTRUMP1S4",4
"162",1.34495678,"Republican","Pro-environment",5554,1,0,0,1,1,0,1,1,"POLADSTRUMP1S4",5
"163",0.13314404,"Democrat","Pro-environment",5557,0,0,1,1,0,0,0,0,"POLADSTRUMP1S4",NA
"164",0.36143482,"Democrat","Pro-environment",5558,0,0,0,1,1,1,1,1,"POLADSTRUMP1S4",NA
"165",0.19865951,"Democrat","Pro-environment",5562,1,1,1,0,0,1,0,0,"POLADSTRUMP1S4",5
"166",0.49849512,"Democrat","Pro-environment",5565,1,1,1,0,1,0,0,0,"POLADSTRUMP1S4",5
"167",0.77575432,"Republican","Pro-environment",5567,0,1,0,0,1,0,0,0,"POLADSTRUMP1S4",NA
"168",0.38597431,"Democrat","Pro-environment",5572,0,0,1,1,1,0,0,0,"POLADSTRUMP1S4",NA
"169",1.20150861,"Democrat","Pro-environment",5576,0,1,0,0,0,1,1,1,"POLADSTRUMP1S4",NA
"170",0.30216233,"Democrat","Pro-development",5583,1,0,0,0,1,1,1,1,"POLADSTRUMP1S4",5
"171",1.51138748,"Republican","Pro-development",5584,1,0,0,0,0,0,1,1,"POLADSTRUMP1S4",3
"172",0.17832612,"Democrat","Pro-environment",5588,0,0,0,0,1,0,0,0,"POLADSTRUMP1S4",NA
"173",0.38835132,"Republican","Pro-development",5589,1,0,1,0,0,1,1,0,"POLADSTRUMP1S4",5
"174",3.85330555,"Democrat","Pro-environment",5597,1,1,0,1,1,0,1,0,"POLADSTRUMP1S4",5
"175",1.27805034,"Democrat","Pro-environment",5601,0,0,0,1,1,1,1,0,"POLADSTRUMP1S4",NA
"176",0.22469592,"Democrat","Pro-environment",5603,1,0,1,1,1,0,0,1,"POLADSTRUMP1S4",4
"177",0.82988329,NA,"Pro-environment",5604,1,0,1,0,0,1,1,0,"POLADSTRUMP1S4",5
"178",0.58087275,"Democrat","Pro-environment",5608,0,0,1,0,0,1,1,1,"POLADSTRUMP1S4",NA
"179",0.89686637,"Democrat","Pro-environment",5611,0,0,1,1,1,0,0,0,"POLADSTRUMP1S4",NA
"180",1.17156014,NA,"Pro-environment",5619,0,0,1,0,0,0,0,0,"POLADSTRUMP1S4",NA
"181",1.27768818,"Democrat","Pro-environment",5623,1,0,1,1,1,0,0,0,"POLADSTRUMP1S4",5
"182",0.21053548,"Republican","Pro-development",5624,1,1,0,1,0,1,1,1,"POLADSTRUMP1S4",5
"183",0.22385956,"Democrat","Pro-environment",5628,0,1,1,0,1,0,0,1,"POLADSTRUMP1S4",NA
"184",0.95199978,"Republican","Pro-environment",5629,0,1,1,1,0,1,0,1,"POLADSTRUMP1S4",NA
"185",0.47241735,"Democrat","Pro-environment",5630,0,1,0,1,1,0,1,0,"POLADSTRUMP1S4",NA
"186",0.18660325,"Democrat","Pro-development",5638,1,0,0,1,1,0,1,0,"POLADSTRUMP1S4",2
"187",1.80457882,"Democrat","Pro-environment",5641,0,0,1,1,1,1,0,0,"POLADSTRUMP1S4",NA
"188",0.54610513,"Republican","Pro-environment",5645,1,0,1,0,1,1,1,1,"POLADSTRUMP1S4",4
"189",0.98507273,"Republican","Pro-development",5646,0,1,0,1,0,0,1,1,"POLADSTRUMP1S4",NA
"190",1.04046595,"Democrat","Pro-environment",5648,0,1,1,1,0,0,1,1,"POLADSTRUMP1S4",NA
"191",0.50865499,"Democrat","Pro-environment",5649,1,1,1,0,0,1,1,1,"POLADSTRUMP1S4",4
"192",0.14954573,"Democrat","Pro-environment",5653,0,1,1,1,1,1,1,0,"POLADSTRUMP1S4",NA
"193",0.37050724,"Republican","Pro-development",5655,0,0,1,1,0,1,0,1,"POLADSTRUMP1S4",NA
"194",0.32503568,"Republican","Pro-development",5656,1,1,1,1,1,1,0,1,"POLADSTRUMP1S4",5
"195",0.37177252,"Democrat","Pro-environment",5657,0,0,0,0,1,0,1,1,"POLADSTRUMP1S4",NA
"196",0.33160399,"Republican","Pro-environment",5659,1,0,1,0,0,1,1,0,"POLADSTRUMP1S4",3
"197",0.27523699,"Democrat","Pro-environment",5664,1,0,1,1,1,0,1,1,"POLADSTRUMP1S4",5
"198",0.28128768,"Republican","Pro-environment",5665,1,1,1,0,0,0,0,0,"POLADSTRUMP1S4",4
"199",1.6307164,"Democrat","Pro-environment",5667,1,0,0,0,0,0,1,0,"POLADSTRUMP1S4",5
"200",0.6403499,"Democrat","Pro-development",5668,1,0,1,0,0,0,1,1,"POLADSTRUMP1S4",5
"201",0.71246478,"Democrat","Pro-environment",5678,1,1,1,1,0,1,1,1,"POLADSTRUMP1S4",5
"202",0.56789391,"Democrat","Pro-environment",5679,1,0,1,1,0,1,1,1,"POLADSTRUMP1S4",5
"203",0.56815106,"Democrat","Pro-development",5682,1,1,0,1,0,1,1,1,"POLADSTRUMP1S4",5
"204",0.22463154,"Republican","Pro-development",5686,0,1,0,1,0,0,0,0,"POLADSTRUMP1S4",NA
"205",0.74034468,"Republican","Pro-development",5699,0,0,1,1,1,1,0,1,"POLADSTRUMP1S4",NA
"206",1.36115634,"Democrat","Pro-environment",5701,1,1,0,1,0,1,0,0,"POLADSTRUMP1S4",5
"207",1.03958552,"Democrat","Pro-environment",5702,1,1,0,1,1,1,0,0,"POLADSTRUMP1S4",5
"208",0.05138014,"Democrat","Pro-development",5703,1,1,1,1,0,1,0,1,"POLADSTRUMP1S4",3
"209",0.29643837,NA,"Pro-environment",5704,0,1,0,0,0,1,1,1,"POLADSTRUMP1S4",NA
"210",0.29646438,"Republican","Pro-environment",5707,1,1,0,1,1,0,0,1,"POLADSTRUMP1S4",5
"211",0.4263006,"Democrat","Pro-environment",5713,0,1,0,0,1,1,1,0,"POLADSTRUMP1S4",NA
"212",0.75575544,"Democrat","Pro-environment",5715,0,0,0,1,1,1,1,0,"POLADSTRUMP1S4",NA
"213",0.46611902,NA,"Pro-environment",5723,0,0,0,0,0,0,1,0,"POLADSTRUMP1S4",NA
"214",0.34491939,"Democrat","Pro-environment",5724,1,0,1,0,1,1,0,0,"POLADSTRUMP1S4",5
"215",1.14790125,"Democrat","Pro-environment",5725,1,1,0,0,0,0,1,1,"POLADSTRUMP1S4",4
"216",0.79508944,"Republican","Pro-development",5731,0,1,1,1,1,1,0,1,"POLADSTRUMP1S4",NA
"217",0.70224208,"Republican","Pro-development",5738,1,1,0,0,1,0,1,1,"POLADSTRUMP1S4",3
"218",0.52124234,"Republican","Pro-environment",5743,1,0,1,0,1,0,0,1,"POLADSTRUMP1S4",4
"219",0.75326061,"Democrat","Pro-environment",5744,0,1,1,1,1,1,1,0,"POLADSTRUMP1S4",NA
"220",0.7517592,"Republican","Pro-environment",5745,0,1,0,0,1,1,0,1,"POLADSTRUMP1S4",NA
"221",0.28993432,"Republican","Pro-development",5750,1,0,0,0,1,0,1,0,"POLADSTRUMP1S4",5
"222",1.27971485,"Democrat","Pro-environment",5751,1,0,0,0,0,1,1,0,"POLADSTRUMP1S4",5
"223",0.26439229,"Republican","Pro-environment",5755,0,0,1,1,1,1,0,1,"POLADSTRUMP1S4",NA
"224",0.61257676,"Republican","Pro-development",5757,1,1,0,0,1,0,0,0,"POLADSTRUMP1S4",5
"225",0.43152897,"Democrat","Pro-environment",5758,1,1,0,0,0,1,0,0,"POLADSTRUMP1S4",5
"226",0.28416594,"Republican","Pro-development",5760,0,0,1,0,1,0,0,0,"POLADSTRUMP1S4",NA
"227",0.28387344,NA,"Pro-environment",5769,1,1,1,1,0,0,0,1,"POLADSTRUMP1S4",5
"228",1.15711174,"Democrat","Pro-environment",5772,1,1,0,0,1,1,0,0,"POLADSTRUMP1S4",5
"229",0.55219618,"Republican","Pro-development",5773,1,1,0,0,0,0,0,1,"POLADSTRUMP1S4",3
"230",0.91419883,NA,"Pro-environment",5776,0,1,1,1,1,1,1,1,"POLADSTRUMP1S4",NA
"231",1.4669226,"Republican","Pro-development",5780,1,1,1,0,0,0,1,1,"POLADSTRUMP1S4",5
"232",0.93861175,"Republican","Pro-development",5781,0,1,1,1,1,0,1,1,"POLADSTRUMP1S4",NA
"233",1.8185585,"Democrat","Pro-development",5782,1,0,1,0,0,0,0,1,"POLADSTRUMP1S4",3
"234",0.32102937,"Republican","Pro-environment",5783,1,0,1,1,0,0,1,0,"POLADSTRUMP1S4",5
"235",0.66622293,NA,"Pro-environment",5786,0,0,0,1,0,1,1,0,"POLADSTRUMP1S4",NA
"236",2.3705051,"Democrat","Pro-environment",5787,1,0,1,0,1,0,0,1,"POLADSTRUMP1S4",5
"237",0.28888756,"Democrat","Pro-environment",5788,1,0,1,1,0,1,0,1,"POLADSTRUMP1S4",5
"238",1.06705612,"Republican","Pro-development",5791,1,0,0,1,0,0,0,1,"POLADSTRUMP1S4",5
"239",0.85057365,"Democrat","Pro-environment",5795,0,0,1,0,1,1,0,0,"POLADSTRUMP1S4",NA
"240",1.58953772,"Republican","Pro-environment",5799,1,0,0,0,1,1,0,1,"POLADSTRUMP1S4",5
"241",0.72813966,"Republican","Pro-development",5808,0,1,1,0,1,0,1,1,"POLADSTRUMP1S4",NA
"242",0.77136168,"Democrat","Pro-environment",5811,1,1,0,0,1,1,1,1,"POLADSTRUMP1S4",5
"243",0.21649893,"Democrat","Pro-environment",5812,0,0,0,0,0,1,0,0,"POLADSTRUMP1S4",NA
"244",0.43746323,"Republican","Pro-development",5814,0,1,1,1,1,0,0,1,"POLADSTRUMP1S4",NA
"245",0.59466719,"Republican","Pro-development",5815,1,0,0,0,1,1,0,1,"POLADSTRUMP1S4",4
