CaseId,WEIGHT,P_SPLIT,P_IMAGE1A,P_IMAGE1B,P_IMAGE2A,P_IMAGE2B,P_IMAGE3A,P_IMAGE3B,P_IMAGE4A,P_IMAGE4B,P_IMAGE5A,P_IMAGE5B,P_IMAGE6A,P_IMAGE6B,P_PARTYID7,P_IDEO,P_RELIG,P_ATTEND,P_ZIPCODE,P_CBSA,RND_00,RND_01,RND_02,RND_03,RND_04,RND_05,RND_06,RND_07,RND_08,POLMATTERSS4,PA_ORDER1,PA_ORDER2,PA_ORDER3,PA_ORDER4,PA_ORDER5,PA_ORDER6,PA_ORDER7,PA_ORDER8,PA_ORDER1S4,PA_ORDER2S4,PA_RLAW1S4,PA_RLAW2S4,PA_ORDER3S4,PA_RLAW4S4F,PA_RLAW7S4G,PA_RLAW8S4,SCAWARES4,FREES4,MEFREE1S4,MEFREE2S4,SCJOBS4,NOLOOKUPS4,SCELECTS4,SCELECTS4_TOTALTIME,SCLIFES4,SCLIFES4_TOTALTIME,SCJRS4,SCJRS4_TOTALTIME,SCAPPEALS4,SCAPPEALS4_TOTALTIME,SCFINALS4,SCFINALS4_TOTALTIME,SCLIB1S4,SCLIB2S4,SCLIB3S4,CTCHANGES4,ALLOW1S4,ALLOW2S4,ALLOW3S4,SCSUP1_3ORDER1,SCSUP1_3ORDER2,SCSUP1S4,SCSUP2S4,GPBS4_ORDER1,GPBS4_ORDER2,GPBS4_ORDER3,GPBS4_ORDER4,GPBS4_ORDER5,GPBS4_ORDER6,GPBS4_ORDER7,GPBS4_ORDER8,GPBS4_ORDER9,GPBS4_ORDER10,GPBS4_ORDER11,GPBS4_ORDER12,GPBS4_ORDER13,GPBS4_ORDER14,GP1BS4,GP2BS4,GP3BS4,GP4BS4,GP5BS4,GP6BS4,GP7BS4,GP8BS4,GP9BS4,GP10BS4,GP11BS4,GP12BS4,GP13BS4,GP14BS4,AOTHBS4,AOTHERB1S4,AOTHERB2S4,DOV_GPB1_1,DOV_GPB1_2,DOV_GPB1_3,HIGHGP1S4,HIGHGP2S4,HIGHGP3S4,DOV_GPB2_1,DOV_GPB2_2,DOV_GPB2_3,DOV_GPB2_4,DOV_GPB2_5,DOV_GPB2_6,DOV_GPB2_7,DOV_GPB2_8,DOV_GPB2_9,DOV_GPB2_10,DOV_GPB2_11,DOV_GPB2_12,DOV_GPB2_13,DISGROUP1S4,DISGROUP2S4,DISGROUP3S4,DISGROUP4S4,DISGROUP5S4,DISGROUP6S4,DISGROUP7S4,DISGROUP8S4,DISGROUP9S4,DISGROUP10S4,DISGROUP11S4,DISGROUP12S4,DISGROUP13S4,DOV_LLIKE1,DOV_LLIKE3,DOV_LLIKE1_2,DOV_LLIKE3_2,DOV_LLIKE1_3,DOV_LLIKE3_3,DOV_LLIKE1_4,DOV_LLIKE3_4,DOV_LLIKE1_5,DOV_LLIKE3_5,LL1SPCHS4,LL1BANS4,LL1DEMS4,LL3SPCHS4,LL3BANS4,LL3DEMS4,OPIOIDS4,CURB_ORDER1,CURB_ORDER2,CURB_ORDER3,CURB_ORDER4,CURB_ORDER5,CURB1S4,CURB2S4,CURB3S4,CURB4S4,CURB5S4,LL1DANGSS4,LL1VIOLENTS4,LL1PPOWS4,LL1AFFS4,LL1ANGERS4,LL1PROCS4,LL1POWS4,LL1HATES4,LL1FREES4,LL1SECURES4,LL1UNAMS4,LL1AFRAIDS4,LL1IDEOLOGYS4,LL1KNOWS4,CONTACTXS4,LL3DANGSS4,LL3VIOLENTS4,LL3PPOWS4,LL3AFFS4,LL3ANGERS4,LL3PROCS4,LL3POWS4,LL3HATES4,LL3FREES4,LL3SECURES4,LL3UNAMS4,LL3AFRAIDS4,LL3IDEOLOGYS4,LL3KNOWS4,CONTACTYS4,SCSUP1_5ORDER1,SCSUP1_5ORDER2,SCSUP1_5ORDER3,SCSUP1_5ORDER4,SCSUP4S4,SCSUP5S4,SCSUP7S4,SCSUP8S4,DOG3S4,DOG4S4,DOG5S4,DEMMUMS4,DEMATHS4,DEMCOMS4,DEMFUNDS4,DEMWNATIONALS4,IDEO1S4,SCIDEO1S4,BAGAINS4,ISSUES4,GUNSS4,WALLS4,ABORTIONS4,GAYRIGHTSS4,PRIVACYS4,ANOINTEDS4,POLADSTRUMPTEMPS4,POLAADSBIDENTEMPS4,POLADSREGULATIONS4,POLADSGLOBALWARMINGS4,MONTGOMERY1S4,MONTGOMERY2S4,MONTGOMERY3S4,MONTGOMERY4S4,MONTGOMERY5S4,MONTGOMERY6S4,PolAdsORDER1,PolAdsORDER2,PolAdsORDER3,PolAdsORDER4,PolAdsORDER5,PolAdsORDER6,PolAdsORDER7,PolAdsORDER8,POLADSTRUMP1S4,POLADSTRUMP2S4,POLADSBIDEN1S4,POLADSBIDEN2S4,POLADSEXXON1S4,POLADSEXXON2S4,POLADSPATAGONIA1S4,POLADSPATAGONIA2S4,POLADSPOWER1S4,POLADSPOWER2S4,POLADSSIERRA1S4,POLADSSIERRA2S4,POLADSCOLGATE1S4,POLADSCOLGATE2S4,POLADSMSC1S4,POLADSMSC2S4,QPA015A,QPA015,QPAC2,STARTDT,ENDDT,duration,SURV_MODE,SURV_LANG,Device,GENDER,AGE,AGE4,AGE7,RACETHNICITY,EDUC,EDUC4,MARITAL,EMPLOY,INCOME,STATE,REGION4,REGION9,METRO,INTERNET,HOUSING,HOME_TYPE,PHONESERVICE,HHSIZE,HH01,HH25,HH612,HH1317,HH18OV
669,0.70575071,1,651,653,241,423,432,462,132,614,653,164,621,425,1,2,3,8,30044,"Atlanta-Sandy Springs-Roswell, GA",1,0,1,1,1,1,1,1,1,2,8,2,6,1,5,4,3,7,5,4,1,2,5,3,4,1,1,2,1,,2,1,2,3,2,1,1,9,1,9,3,13,2,,2,4,1,1,1,2,1,5,5,5,1,3,11,14,7,6,12,9,2,4,8,13,10,23,69,6,2,51,2,3,100,100,2,100,1,100,20,1,"The proud boys, the daughters of the Confederacy",3,14,11,8,2,3,1,12,6,4,10,13,7,3,,,,,,,,,,2,,,3,,,1,,,,10,7,10,7,10,7,10,7,10,7,2,5,2,,,,5,2,1,5,4,3,4,4,4,1,3,10,7,0,0,7,0,0,8,10,10,0,2,10,2,,,,,,,,,,,,,,,,,2,1,4,3,2,4,4,4,5,5,5,4,4,4,4,4,1,3,2,1,4,,,,,5,1,6,1,1,2,2,1,1,2,2,4,3,5,6,2,8,7,1,1,,,4,,4,,5,,2,,2,,5,,5,1,1,1,7/5/2020 10:43,7/5/2020 10:58,16,2,1,Smartphone,1,29,1,2,1,12,4,1,1,11,GA,3,5,1,1,1,1,2,6,0,2,0,0,3
672,0.28886524,2,651,634,142,615,431,612,463,635,132,432,342,453,6,5,2,1,29576,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",1,1,1,1,0,1,1,1,1,2,7,3,8,5,1,6,4,2,4,4,4,4,4,3,5,4,2,1,1,,2,1,2,7,2,8,1,10,1,13,3,11,3,,,2,1,1,2,1,2,4,5,2,5,1,4,6,13,3,8,7,10,11,12,14,9,85,6,75,998,1,24,3,48,83,998,84,24,23,88,2,,,15,1,11,3,3,2,5,7,2,12,6,,,,,,,,,,,,,,2,1,,,,,3,,7,12,7,12,7,12,7,12,7,12,,,,2,4,3,2,3,5,1,4,2,2,2,4,5,4,,,,,,,,,,,,,,,,8,6,2,4,6,2,4,4,7,8,2,6,0,2,,3,1,4,2,2,4,2,3,4,3,2,2,2,2,3,1,6,3,2,5,,,,,3,5,6,1,2,3,2,2,2,1,1,1,7,8,6,3,2,1,5,4,,1,,1,,4,2,,,3,,4,,5,,5,2,2,1,7/2/2020 13:50,7/2/2020 14:16,27,2,1,Smartphone,1,76,4,7,1,10,3,1,5,10,SC,3,5,0,1,1,1,3,2,0,0,0,0,2
675,1.05672691,2,642,543,215,132,645,462,461,341,432,625,523,614,4,4,12,4,8270,"Ocean City, NJ",0,0,0,0,1,0,1,1,1,2,8,7,1,6,3,4,2,5,3,1,5,5,1,4,5,4,2,2,2,1,2,1,2,11,2,9,1,16,1,25,2,13,3,,,3,1,1,1,1,2,3,3,6,3,4,10,8,11,2,13,14,5,9,12,7,1,50,0,50,0,0,25,0,50,26,0,50,0,26,98,2,,,15,,,2,,,10,7,12,4,2,5,6,9,8,1,3,11,,,,,3,,2,,,,,,1,,12,4,12,4,12,4,12,4,12,4,,,,4,2,4,5,1,3,4,2,5,3,2,3,2,4,,,,,,,,,,,,,,,,9,9,2,1,1,2,3,8,6,6,2,5,5,2,,1,3,4,2,4,3,3,3,4,2,2,2,2,2,2,2,5,3,2,1,1,,,,,3,5,3,3,1,2,1,1,2,2,1,1,5,7,2,3,4,8,6,1,,1,,4,,,5,2,,,2,,5,,5,2,1,1,7/8/2020 12:40,7/8/2020 13:10,31,2,1,Desktop,2,45,3,4,1,10,3,1,1,14,NJ,1,2,1,1,1,1,2,6,0,0,0,2,4
676,1.33631764,2,421,124,142,261,624,651,341,153,524,542,542,145,2,1,7,4,91007,"Los Angeles-Long Beach-Anaheim, CA",1,0,1,1,1,1,0,0,0,3,2,3,6,5,8,7,4,1,5,4,3,4,4,4,5,4,1,2,1,,2,1,2,13,1,9,1,13,1,17,3,6,3,,,3,1,1,1,2,1,4,3,4,2,7,8,10,5,14,1,3,6,9,13,12,11,37,22,11,1,10,13,20,80,85,7,98,11,86,74,2,,,11,14,9,2,3,3,4,10,5,12,3,,,,,,,,,,,3,1,,,,,,,,2,,4,12,4,12,4,12,4,12,4,12,,,,2,2,3,5,2,3,5,4,1,4,4,4,2,2,,,,,,,,,,,,,,,,7,8,3,2,4,2,3,3,10,7,3,6,5,2,,2,3,4,1,3,4,4,4,4,2,4,2,2,2,2,2,3,2,2,5,,,,,3,5,4,4,3,1,2,1,1,2,1,2,3,8,5,1,6,2,4,7,2,,,2,,4,,4,,4,2,,4,,3,,1,1,1,7/12/2020 19:07,7/12/2020 20:21,43,2,1,Smartphone,1,41,2,3,6,14,4,5,1,11,CA,4,9,1,1,1,3,4,1,0,0,0,0,1
678,1.26460442,2,143,624,351,524,243,152,314,624,364,653,213,254,7,6,2,1,98229,"Bellingham, WA",0,0,1,0,1,0,1,0,0,2,6,4,5,8,3,7,2,1,4,3,5,4,3,4,5,4,1,1,1,,2,1,2,17,2,12,1,12,1,24,3,13,1,1,,3,1,1,1,2,1,4,4,13,5,11,12,2,3,10,6,4,8,14,1,9,7,99,7,67,0,18,50,25,0,14,0,50,84,18,99,2,,,1,15,12,1,1,4,4,10,8,2,9,5,,,,,,,,,3,,,,,,2,,1,,,,10,2,10,2,10,2,10,2,10,2,,,,2,3,3,2,4,5,3,2,1,4,5,4,4,5,,,,,,,,,,,,,,,,8,6,0,9,7,1,1,6,10,8,1,5,10,2,,4,3,2,1,4,5,5,4,3,2,2,3,3,3,3,3,6,3,2,2,,1,,,,5,7,1,4,3,2,2,98,2,98,1,4,8,2,6,5,3,1,7,3,,,3,3,,,3,2,,,3,3,,3,,2,2,1,7/2/2020 12:11,7/2/2020 12:42,31,2,1,Desktop,1,70,4,6,1,9,2,1,5,9,WA,4,9,1,1,1,1,1,2,0,0,0,0,2
685,1.20464308,2,421,354,632,215,352,415,654,463,642,245,642,312,5,6,12,9,32571,"Pensacola-Ferry Pass-Brent, FL",1,1,1,0,0,0,1,1,1,2,8,6,5,3,1,4,2,7,4,4,4,3,98,4,5,4,1,2,2,2,2,1,2,17,2,11,1,14,1,22,3,13,1,2,,3,1,1,1,1,2,3,3,2,1,5,4,7,11,10,12,3,13,8,6,9,14,90,0,96,0,0,0,0,3,0,6,0,0,12,98,1,media,13,15,3,1,98,1,98,6,12,5,9,4,2,7,11,8,10,13,,,,,,,3,,,2,1,,,,,9,5,9,5,9,5,9,5,9,5,,,,2,3,4,3,5,3,1,4,2,2,2,3,3,4,,,,,,,,,,,,,,,,7,5,98,8,8,8,10,4,10,10,2,10,1,1,4,3,1,4,2,3,3,3,3,4,3,4,2,2,2,4,2,6,2,1,1,1,,,,,2,7,1,5,3,1,2,2,2,98,98,2,1,3,6,4,8,5,7,,4,,1,3,,2,,2,,,3,,5,,4,2,3,1,7/6/2020 21:45,7/6/2020 22:15,31,2,1,Desktop,2,71,4,6,1,10,3,1,7,9,FL,3,5,1,1,1,1,1,2,0,0,0,0,2
693,0.28562302,1,641,134,365,231,623,312,125,315,614,412,254,435,2,5,2,2,77017,"Houston-The Woodlands-Sugar Land, TX",1,1,0,0,0,1,1,0,0,2,5,8,2,3,6,7,4,1,3,2,3,4,2,3,4,4,1,2,2,1,2,1,2,3,2,9,3,8,2,15,2,14,3,,,2,3,4,3,2,1,4,4,12,4,3,13,6,8,7,2,9,14,10,11,5,1,50,22,50,1,4,27,42,42,50,19,55,25,50,33,2,,,,,,,,,4,5,10,2,,,,,,,,,,,2,,3,,,,,,1,,,,10,4,10,4,10,4,10,4,10,4,4,2,4,,,,5,5,2,3,4,1,4,2,2,3,4,7,8,4,2,4,2,10,4,3,2,0,4,5,2,,,,,,,,,,,,,,,,,2,3,4,1,2,3,2,2,2,3,4,2,2,2,2,2,5,2,2,1,3,,,,,5,1,5,5,1,2,2,1,1,2,1,3,5,4,7,1,6,2,8,,3,2,,4,,3,,,5,,5,5,,3,,4,4,1,7/2/2020 0:18,7/2/2020 19:44,41,2,1,Smartphone,1,27,1,2,4,11,3,5,4,6,TX,3,7,1,1,1,1,4,3,0,0,0,0,3
694,0.34668224,1,532,621,124,524,631,612,453,534,461,643,421,134,7,3,2,5,45103,"Cincinnati, OH-KY-IN",0,0,0,1,1,0,1,1,1,1,6,1,2,5,8,4,7,3,5,5,5,5,5,5,5,5,1,3,2,1,2,1,2,11,2,6,1,13,1,22,2,17,1,1,,4,1,1,1,1,2,5,5,12,8,2,14,5,1,13,6,7,3,10,4,11,9,98,1,49,1,10,50,4,48,1,1,53,3,42,80,2,,,1,15,,1,3,,10,2,4,9,12,7,5,,,,,,,,,,2,,,3,,,,,1,,12,7,12,7,12,7,12,7,12,7,1,5,1,,,,5,1,2,5,4,3,5,5,5,5,5,10,10,0,4,5,10,4,4,10,10,0,0,5,2,,,,,,,,,,,,,,,,,1,2,4,3,2,5,5,5,4,5,5,4,4,4,4,4,6,2,2,2,,1,,,,3,6,1,6,2,2,1,2,2,2,1,1,8,6,4,3,5,7,2,1,,1,,,5,,5,2,,,3,,5,,3,2,2,1,7/9/2020 8:12,7/9/2020 8:37,25,2,1,Smartphone,1,48,3,4,1,12,4,1,1,16,OH,2,3,1,1,1,1,2,6,0,0,0,1,5
697,0.21068260,2,654,125,152,241,243,452,163,264,562,642,543,512,2,1,12,5,48911,"Lansing-East Lansing, MI",0,0,0,0,1,1,0,1,1,1,8,7,4,2,6,1,5,3,4,2,2,4,4,4,4,3,1,2,1,,3,2,1,16,1,3,2,27,2,5,2,8,2,,1,3,2,2,2,2,1,2,5,1,10,14,5,7,2,8,12,11,9,13,4,3,6,78,78,35,1,80,2,62,74,94,92,74,36,94,83,1,Kkk,1,9,14,10,1,1,1,4,13,6,3,12,,,,,,,,,,,,1,,3,,,,,,,2,4,6,4,6,4,6,4,6,4,6,,,,5,5,5,1,4,2,1,5,3,2,2,3,1,2,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,4,2,4,2,,4,2,1,3,4,4,3,2,3,3,3,3,2,2,2,2,4,2,2,1,3,,,,,3,1,1,4,2,1,1,1,2,1,1,6,5,4,7,1,8,3,2,3,,3,,3,,,2,,3,2,,,3,,3,1,1,1,7/3/2020 1:13,7/5/2020 18:02,31,2,1,Smartphone,2,34,2,2,2,12,4,5,3,13,MI,2,3,1,1,2,2,4,6,0,0,4,1,2
702,0.72388210,2,521,314,423,523,365,615,653,251,625,453,154,325,2,2,1,8,61115,"Rockford, IL",0,0,1,0,1,1,0,0,0,3,6,5,4,7,3,1,8,2,4,3,4,4,4,4,5,5,2,2,2,2,1,1,2,40,2,9,1,19,1,63,3,29,3,,,3,1,1,1,1,2,4,4,14,3,11,9,10,2,6,4,1,7,12,5,8,13,50,3,25,0,0,25,0,50,2,0,25,0,75,25,1,"white supremacist, Ku Kluc Klan(sp), Muslim radicals",0,,,,,,,10,5,13,4,7,12,9,2,6,3,11,,,,,,,2,,3,,,,,,1,13,7,13,7,13,7,13,7,13,7,,,,3,1,3,2,5,4,3,1,2,3,2,3,2,3,,,,,,,,,,,,,,,,10,8,7,5,5,5,8,5,5,5,2,5,0,2,,4,3,1,2,3,4,3,3,3,4,3,1,3,3,3,2,4,3,2,1,4,,,,,5,1,6,2,1,1,98,2,1,1,98,8,1,4,3,2,5,6,7,1,,,3,5,,,5,,5,2,,5,,5,,1,1,1,7/3/2020 9:11,7/3/2020 10:21,70,2,1,Desktop,2,87,4,7,1,10,3,2,5,9,IL,2,3,1,1,2,3,4,1,0,0,0,0,1
712,0.44314484,1,431,254,645,413,562,514,162,263,452,541,321,542,7,3,2,6,8312,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",0,1,1,1,0,1,0,0,0,1,3,4,8,5,1,2,6,7,3,3,5,5,4,4,5,5,1,2,2,1,2,1,2,6,2,7,1,8,1,15,3,21,1,1,,3,1,1,1,1,2,5,5,1,2,13,4,8,3,6,7,12,11,14,10,9,5,100,1,70,2,1,90,1,10,4,1,57,1,10,100,2,,,15,1,6,1,1,1,12,5,2,10,7,4,9,8,,,,,,,1,,,2,,,,3,,,,,2,9,2,9,2,9,2,9,2,9,2,3,3,,,,5,3,4,5,1,2,5,4,5,5,5,9,7,1,2,7,0,2,5,10,10,0,5,0,2,,,,,,,,,,,,,,,,,3,4,1,2,5,5,4,5,3,4,3,3,3,3,3,3,6,3,2,3,,,4,,,5,6,1,4,2,2,2,2,2,1,1,6,8,2,3,4,1,5,7,,5,,1,,5,1,,,3,2,,5,,4,,2,2,1,7/2/2020 14:27,7/2/2020 14:42,15,2,1,Smartphone,1,49,3,4,1,12,4,1,1,13,NJ,1,2,1,1,1,1,4,6,0,0,0,0,6
714,2.08221517,2,312,563,241,152,154,162,354,461,423,465,625,213,4,4,1,4,75227,"Dallas-Fort Worth-Arlington, TX",1,1,1,1,0,0,0,0,1,3,2,6,5,8,1,7,3,4,3,3,3,4,2,3,4,3,2,2,2,2,3,2,1,11,2,29,2,9,98,7,3,13,3,,,4,3,3,3,2,1,98,2,9,13,10,8,4,6,11,1,12,7,14,3,2,5,50,998,998,1,998,50,998,50,50,2,60,998,50,998,2,,,,,,,,,4,10,9,6,8,1,11,,,,,,,,,,1,,,,,,2,,,,4,10,4,10,4,10,4,10,4,10,,,,4,2,4,5,2,5,1,3,4,98,98,98,98,98,,,,,,,,,,,,,,,,98,98,98,98,98,98,2,98,98,98,98,98,98,2,,2,1,3,4,2,98,2,98,98,98,98,98,98,98,98,98,98,98,2,98,,,,,,4,2,4,98,1,1,2,2,1,1,2,8,1,3,5,4,2,7,6,,4,,4,,98,2,,98,,98,,98,,,98,4,98,1,7/2/2020 14:15,7/2/2020 14:33,18,2,1,Smartphone,2,25,1,2,4,10,3,5,7,13,TX,3,7,1,1,1,1,2,3,0,0,0,0,3
715,2.43157961,2,213,643,564,243,345,651,163,543,652,534,354,214,1,1,11,1,45154,"Cincinnati, OH-KY-IN",0,1,1,1,0,0,1,0,0,1,5,8,4,1,7,6,3,2,4,4,4,4,4,3,4,4,2,2,2,1,3,1,2,14,2,8,1,12,2,26,3,17,2,,2,5,3,3,2,1,2,2,2,2,5,13,9,1,4,10,7,11,8,6,14,12,3,40,100,34,10,43,55,7,64,45,2,73,28,100,998,2,,,14,2,,2,4,,10,7,4,12,,,,,,,,,,,,,1,,,2,,,,,3,,4,12,4,12,4,12,4,12,4,12,,,,3,3,3,3,5,4,1,3,2,2,2,1,1,3,,,,,,,,,,,,,,,,5,5,4,5,5,5,3,4,6,4,5,5,5,2,,4,1,3,2,2,1,2,2,3,2,2,2,3,2,3,1,3,4,1,5,,,,,4,5,1,5,1,1,1,2,2,1,2,2,1,4,2,5,7,3,8,6,,1,,3,,3,3,,3,,,3,3,,3,,1,1,1,7/9/2020 16:09,7/9/2020 16:54,46,2,1,Smartphone,1,63,4,5,1,5,1,1,6,9,OH,2,3,1,0,1,1,4,2,0,0,0,0,2
716,0.40198233,1,231,642,341,634,154,341,365,143,165,215,132,563,5,5,11,3,23664,"Virginia Beach-Norfolk-Newport News, VA-NC",1,1,0,0,0,1,0,1,0,1,3,6,4,5,8,7,1,2,3,3,4,4,3,4,5,4,1,3,2,1,2,1,2,10,2,18,1,7,1,17,3,50,3,,,3,1,1,1,1,2,3,2,14,10,11,4,12,5,2,7,6,8,13,9,3,1,73,25,63,2,52,72,25,27,25,25,87,2,21,76,1,Antifa,18,11,15,,2,2,,4,12,13,10,9,7,2,8,,,,,,,,,,,,1,,,,,3,2,7,12,7,12,7,12,7,12,7,12,2,2,4,,,,3,3,4,5,1,2,4,3,2,1,4,9,7,0,0,5,5,4,4,3,1,2,2,7,2,,,,,,,,,,,,,,,,,3,4,1,2,4,4,3,4,2,5,3,3,3,2,3,2,5,3,2,5,,,,,4,5,5,1,2,3,1,2,1,1,2,1,3,8,4,2,1,6,5,7,,5,1,,2,,1,,,3,3,,,5,2,,2,2,1,7/2/2020 14:54,7/2/2020 16:41,107,2,1,Smartphone,2,57,3,5,4,10,3,1,1,14,VA,3,5,1,1,1,1,4,4,0,0,1,0,3
717,0.49923346,2,632,365,431,451,342,152,654,643,635,314,245,235,4,2,9,1,44240,"Akron, OH",1,1,1,0,0,0,1,0,1,1,6,8,7,2,1,4,5,3,3,3,3,4,4,3,4,3,1,2,1,,2,1,2,14,2,14,1,19,1,29,3,145,2,,1,3,1,1,1,2,1,4,4,14,3,8,7,12,11,10,4,5,6,1,9,13,2,25,0,0,0,0,0,0,25,75,0,76,25,25,25,1,KKK and White supremacist or any other hate group of the like,0,11,,,3,,,6,7,2,13,4,10,5,3,8,12,1,9,11,,2,,,,,,,3,,,,1,13,9,13,9,13,9,13,9,13,9,,,,2,5,2,5,2,1,4,5,3,5,4,3,2,3,,,,,,,,,,,,,,,,0,0,5,5,1,10,5,1,0,0,10,0,5,1,1,2,1,4,3,4,4,4,3,4,3,3,3,4,3,2,2,4,3,2,1,4,,,,,5,1,2,1,1,1,1,2,2,2,2,1,5,7,4,6,2,8,3,,1,,1,2,,2,,1,,,2,4,,,5,1,1,1,7/3/2020 21:57,7/3/2020 22:46,49,2,1,Desktop,1,48,3,4,1,12,4,1,1,11,OH,2,3,1,1,1,1,4,6,0,0,0,2,5
719,1.07312358,2,531,125,364,152,415,642,154,364,231,435,431,124,6,3,1,2,53092,"Milwaukee-Waukesha-West Allis, WI",1,0,1,0,1,1,0,0,1,2,4,7,8,3,1,2,5,6,4,4,3,5,5,5,3,5,2,2,1,,2,1,2,10,2,9,1,11,2,15,3,22,2,,1,4,1,1,1,1,2,5,3,14,4,13,9,5,3,10,11,8,1,12,7,6,2,50,3,25,1,2,1,1,60,50,2,75,1,50,28,2,,,,,,,,,4,7,12,6,10,5,2,3,,,,,,,2,,1,,,,,,3,,,,4,10,4,10,4,10,4,10,4,10,,,,1,5,3,2,4,3,1,2,5,5,3,3,4,3,,,,,,,,,,,,,,,,10,10,3,7,5,0,0,5,10,10,0,7,10,2,,4,3,1,2,3,3,5,3,3,5,5,2,3,3,3,1,5,3,2,5,,,,,4,5,1,7,3,1,2,2,1,1,1,2,5,7,1,3,6,2,8,4,1,,,4,4,,,4,,4,2,,5,,,4,1,1,1,7/6/2020 7:53,7/6/2020 8:16,23,2,1,Smartphone,1,37,2,3,1,13,4,1,2,14,WI,2,3,1,1,1,3,4,3,0,1,0,0,2
721,1.21048500,2,163,631,453,165,512,165,341,143,531,163,465,361,5,8,1,7,92555,"Riverside-San Bernardino-Ontario, CA",1,1,0,1,1,1,1,1,1,2,8,2,1,4,6,5,3,7,3,4,5,4,4,2,5,3,2,2,2,2,3,1,2,12,2,13,3,15,2,17,2,13,98,,,4,1,1,1,2,1,5,2,10,11,8,12,2,6,14,7,9,4,5,3,1,13,50,1,1,998,1,100,1,50,1,19,50,1,50,50,2,,,6,,,1,,,9,12,2,5,3,7,10,8,1,11,6,,,,,,,,3,2,,,,,1,,12,6,12,6,12,6,12,6,12,6,,,,3,5,3,2,2,1,4,5,3,3,3,1,1,3,,,,,,,,,,,,,,,,0,0,5,0,2,0,5,1,0,0,10,0,5,1,2,2,1,4,3,3,3,3,3,1,2,3,1,1,1,2,1,4,2,1,1,1,,,,,5,4,1,3,3,2,1,98,98,1,1,6,1,4,3,8,2,5,7,,4,1,,,5,,98,,3,,4,,5,,4,4,4,1,7/2/2020 10:45,7/2/2020 17:07,28,2,1,Smartphone,2,42,2,3,1,10,3,1,1,12,CA,4,9,1,1,2,1,2,6,0,2,2,1,6
722,0.76792596,1,254,241,461,365,435,561,621,124,145,541,634,163,2,3,12,1,10566,"New York-Newark-Jersey City, NY-NJ-PA",0,1,0,1,0,1,1,1,1,1,5,7,3,6,8,4,2,1,4,3,3,3,5,5,4,3,1,2,1,,2,1,2,21,2,15,1,11,1,27,1,22,3,,,2,2,1,1,2,1,5,4,1,6,8,2,14,9,3,12,10,13,7,4,5,11,26,9,26,0,26,34,0,76,50,0,82,9,74,24,1,The extreme right,2,11,8,,2,2,,7,10,4,13,12,2,5,3,1,,,,,,,,2,,,1,,,,,3,,7,12,7,12,7,12,7,12,7,12,4,1,4,,,,2,5,3,4,2,1,5,1,2,1,3,10,8,4,7,6,1,4,6,10,10,2,10,10,2,,,,,,,,,,,,,,,,,3,4,2,1,3,3,3,3,3,4,3,1,3,2,3,1,4,3,2,1,3,,,,,5,1,6,1,3,2,2,1,2,1,2,2,8,3,5,7,4,1,6,,1,2,,,2,2,,,1,,2,,3,,3,1,1,1,7/2/2020 15:18,7/2/2020 16:00,43,2,1,Desktop,2,64,4,5,4,14,4,3,1,7,NY,1,2,1,1,1,3,4,1,0,0,0,0,1
728,0.25726912,1,561,154,514,163,643,351,215,642,613,521,153,134,1,1,14,1,28412,"Wilmington, NC",0,0,1,1,0,1,0,1,0,3,1,7,2,3,8,6,5,4,5,5,4,2,5,4,5,4,1,1,1,,1,1,2,29,2,24,1,19,1,42,1,52,3,,,3,1,1,1,1,2,5,5,4,2,12,9,7,10,8,1,11,14,3,6,13,5,5,60,10,1,1,1,1,100,100,1,100,2,100,50,1,WHITE SUPREMIST,1,8,11,9,1,1,1,7,13,10,6,5,4,12,1,3,,,,,,,,1,,,2,,,,,,3,4,13,4,13,4,13,4,13,4,13,5,1,5,,,,5,1,2,3,5,4,5,1,4,4,5,10,10,9,1,10,10,6,10,6,9,0,10,10,1,4,,,,,,,,,,,,,,,,1,2,3,4,5,5,5,5,4,5,5,3,3,3,3,4,1,2,2,3,,,4,,,5,1,7,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,7/2/2020 0:17,7/3/2020 19:46,43,1,1,Phone interview (not online),2,59,3,5,1,10,3,5,5,4,NC,3,5,1,1,1,1,4,1,0,0,0,0,1
